FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,TBservice,NCDService,diagnostic,bloodtyping,transfusion,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
10925,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No, ,No, ,2,0, , 
10926,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes, ,Yes, ,.818181818181818,3,162,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,210,237,0,274,274
10927,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes, ,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,5,0,9998,9998
10928,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes,Yes,Yes,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,0,3,0, , 
10929,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,476959,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes,Yes,Yes,No,1,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,0,9,0, , 
10930,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10931,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,7,49,2,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,52,129,125,550,550
10932,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,8,49,2,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,52,130,127,565,565
10933,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,.636363636363636,7,7,1,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,25,25,129,129
10934,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,3,0, , 
10935,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes,Yes,Yes,No,.909090909090909,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,0,5,0, , 
10936,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No, ,No,Yes,No,No,No,No,No,No,No,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No, , ,No, ,1,0, , 
10937,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.909090909090909,0,25,4,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,50,72,0,372,372
10938,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No,.636363636363636,0,0,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No, ,1,0, , 
10939,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No, ,3,0, , 
10940,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No,12,2,0, , 
10941,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No, ,No, ,3,0, , 
10942,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,No,No, ,No,No,.818181818181818,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,0,0,0,0,0
10943,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Urban,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,Yes, ,Yes,No,.727272727272727,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,0,1,0,0,0
10944,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public, ,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No, ,2,0, , 
10945,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public, ,No,No,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10946,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,No,No,No,No,Yes,No,No, ,No,Yes,No,Yes,No,No,No,Yes, ,No, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
10947,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,276039,Hospital,Public,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, ,Yes,No,.545454545454545,0,20,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,29,42,0,156,156
10948,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,5,0, , 
10949,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,Yes,Yes,Yes,Yes,Yes,No,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
10950,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,1,0, , 
10951,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,276039,Hospital,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes, ,Yes,Yes,.909090909090909,0,16,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,46,39,0,364,364
10952,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No,No,Yes,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No, ,No, ,3,0, , 
10953,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes, ,Yes, ,1,3,73,3,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115,118,0,7279,7279
10954,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes, ,Yes, ,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,0,6,0,40,40
10955,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes, , , , ,No,No,No,Yes,No,No,.0909090909090909,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No,0,1,0, , 
10956,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No, ,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10957,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No, ,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10958,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,476959,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes, ,Yes, ,.909090909090909,3,4,0,1,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,30,10,100,100
10959,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,Yes,Yes, ,Yes,No,.818181818181818,2,11,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,5,24,16,150,150
10960,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
10961,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
10962,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes, ,Yes, ,.363636363636364,0,20,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,35,43,0,703,703
10963,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No,1,2,0, , 
10964,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public, ,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No, ,1,0, , 
10965,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10966,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,276039,Hospital,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,Yes, ,Yes,Yes,.636363636363636,0,20,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,47,62,0,689,689
10967,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public, ,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No, ,1,0, , 
10968,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10969,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public, ,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No, ,No, ,3,0, , 
10970,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Rural,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10971,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public, ,No,Yes,No,Yes,Yes,No,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes, , ,No, ,1,0, , 
10972,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No, ,3,0, , 
10973,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,0,0,0,2,2
10974,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,0,1,0,2,2
10975,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.727272727272727,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,0,3,0, , 
10976,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.636363636363636,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No, ,1,0, , 
10977,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No, ,No, ,2,0, , 
10978,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,No, ,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No, ,Yes,0,1,0,15,15
10979,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, , ,No, ,1,0, , 
10980,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,1,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10981,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes, , ,No, ,3,0, , 
10982,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,3,59,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,75,100,0,2402,2402
10983,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,Yes,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,Yes,No,Yes, ,Yes,Yes,.727272727272727,0,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,7,0,26,26
10984,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,Yes,.363636363636364,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No, ,No,0,3,0, , 
10985,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.818181818181818,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,0,3,0,2,2
10986,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10987,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,Yes, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10988,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No, ,2,0, , 
