FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
60114,A,Dakar,Health post,Private for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60115,A,Dakar,Health post,Private for profit,Urban,No,14741487,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.545454545454545,1,13,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,Yes,17,18,8,0,0
60116,A,Dakar,Health post,Private for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60117,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No, ,14,0, , 
60118,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,6,0, , 
60119,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,Yes,No, ,Yes,Yes,.727272727272727,1,2,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,Yes,15,5,0,72,72
60120,A,Dakar,Health post,NGO/ Private not for profit,Urban,No,14741487,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,No,Yes,Yes,No,.545454545454545,2,4,0,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No, ,No, ,No,No, ,No,1,14,0, , 
60121,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.454545454545455,0,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No, ,11,0, , 
60122,A,Dakar,Health post,Private for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60123,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.636363636363636,0,5,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,13,0, , 
60124,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes, , ,Yes,No,No,No,No,Yes,No,No,.545454545454545,0,4,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No, ,No,2,12,0, , 
60125,A,Dakar,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60126,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,6,0, , 
60127,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,5,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,13,0, , 
60128,A,Dakar,Health post,NGO/ Private not for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60129,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,12,0, , 
60130,A,Dakar,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60131,A,Dakar,Health post,Private for profit,Urban,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60132,A,Dakar,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60133,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes, ,.545454545454545,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,4,42,0, , 
60134,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,7,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,13,16,0, , 
60135,A,Dakar,Health post,Government/public,Urban,No,1219424,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes, ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,Yes,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No,2,9,0, , 
60136,A,Dakar,Health post,Private for profit,Urban,Yes,14741487,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No,.636363636363636,1,0,0,0,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No, ,1,0, , 
60137,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,0,1,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,2,1,0, , 
60138,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,5,5,0, , 
60139,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,4,7,0, , 
60140,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,5,6,0, , 
60141,A,Diourbel,Health post,NGO/ Private not for profit,Urban,No,596163,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,2,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,4,9,0, , 
60142,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,2,5,0, , 
60143,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,5,11,0, , 
60144,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,4,5,0, , 
60145,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,3,7,0, , 
60146,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,3,6,0, , 
60147,A,Diourbel,Health post,NGO/ Private not for profit,Urban,No,596163,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,12,0, , 
60148,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,4,7,0, , 
60149,A,Diourbel,Health post,Private for profit,Urban,No,596163,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes, ,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,Yes,No, ,1,0,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,1,0, , 
60150,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No, , ,No,3,6,0, , 
60151,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No,10,15,0, , 
60152,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes, ,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No,4,6,0, , 
60153,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,3,10,0, , 
60154,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,6,12,0, , 
60155,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,10,15,0, , 
60156,A,Diourbel,Health post,Government/public,Urban,No,832078,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes, ,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,7,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,9,19,0, , 
60157,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.454545454545455,0,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,2,2,0, , 
60158,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,6,0, , 
60159,A,Fatick,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,No,4,7,0, , 
60160,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,5,10,0, , 
60161,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,5,5,0, , 
60162,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No,2,5,0, , 
60163,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,7,0, , 
60164,A,Fatick,Health post,Government/public,Rural,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60165,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,7,0, , 
60166,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,6,3,0, , 
60167,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,6,0, , 
60168,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,5,0, , 
60169,A,Fatick,Health post,Government/public,Urban,Yes,1008058,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,5,7,0, , 
60170,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,8,0, , 
60171,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,5,0, , 
60172,A,Fatick,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,3,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No, ,No,1,7,0, , 
60173,A,Fatick,Health post,Government/public,Urban,No,1008058,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.909090909090909,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,5,0, , 
